X0,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
235,8.200000,1.000000,0.090000,2.300000,0.065000,7.000000,37.000000,0.996850,3.320000,0.550000,9.000000,6
236,7.200000,0.630000,0.000000,1.900000,0.097000,14.000000,38.000000,0.996750,3.370000,0.580000,9.000000,6
237,7.200000,0.630000,0.000000,1.900000,0.097000,14.000000,38.000000,0.996750,3.370000,0.580000,9.000000,6
238,7.200000,0.645000,0.000000,1.900000,0.097000,15.000000,39.000000,0.996750,3.370000,0.580000,9.200000,6
239,7.200000,0.630000,0.000000,1.900000,0.097000,14.000000,38.000000,0.996750,3.370000,0.580000,9.000000,6
240,8.200000,1.000000,0.090000,2.300000,0.065000,7.000000,37.000000,0.996850,3.320000,0.550000,9.000000,6
241,8.900000,0.635000,0.370000,1.700000,0.263000,5.000000,62.000000,0.997100,3.000000,1.090000,9.300000,5
242,12.000000,0.380000,0.560000,2.100000,0.093000,6.000000,24.000000,0.999250,3.140000,0.710000,10.900000,6
243,7.700000,0.580000,0.100000,1.800000,0.102000,28.000000,109.000000,0.995650,3.080000,0.490000,9.800000,6
244,15.000000,0.210000,0.440000,2.200000,0.075000,10.000000,24.000000,1.000050,3.070000,0.840000,9.200000,7
245,15.000000,0.210000,0.440000,2.200000,0.075000,10.000000,24.000000,1.000050,3.070000,0.840000,9.200000,7
246,7.300000,0.660000,0.000000,2.000000,0.084000,6.000000,23.000000,0.998300,3.610000,0.960000,9.900000,6
247,7.100000,0.680000,0.070000,1.900000,0.075000,16.000000,51.000000,0.996850,3.380000,0.520000,9.500000,5
248,8.200000,0.600000,0.170000,2.300000,0.072000,11.000000,73.000000,0.996300,3.200000,0.450000,9.300000,5
249,7.700000,0.530000,0.060000,1.700000,0.074000,9.000000,39.000000,0.996150,3.350000,0.480000,9.800000,6
250,7.300000,0.660000,0.000000,2.000000,0.084000,6.000000,23.000000,0.998300,3.610000,0.960000,9.900000,6
251,10.800000,0.320000,0.440000,1.600000,0.063000,16.000000,37.000000,0.998500,3.220000,0.780000,10.000000,6
252,7.100000,0.600000,0.000000,1.800000,0.074000,16.000000,34.000000,0.997200,3.470000,0.700000,9.900000,6
253,11.100000,0.350000,0.480000,3.100000,0.090000,5.000000,21.000000,0.998600,3.170000,0.530000,10.500000,5
254,7.700000,0.775000,0.420000,1.900000,0.092000,8.000000,86.000000,0.995900,3.230000,0.590000,9.500000,5
255,7.100000,0.600000,0.000000,1.800000,0.074000,16.000000,34.000000,0.997200,3.470000,0.700000,9.900000,6
256,8.000000,0.570000,0.230000,3.200000,0.073000,17.000000,119.000000,0.996750,3.260000,0.570000,9.300000,5
257,9.400000,0.340000,0.370000,2.200000,0.075000,5.000000,13.000000,0.998000,3.220000,0.620000,9.200000,5
258,6.600000,0.695000,0.000000,2.100000,0.075000,12.000000,56.000000,0.996800,3.490000,0.670000,9.200000,5
259,7.700000,0.410000,0.760000,1.800000,0.611000,8.000000,45.000000,0.996800,3.060000,1.260000,9.400000,5
260,10.000000,0.310000,0.470000,2.600000,0.085000,14.000000,33.000000,0.999650,3.360000,0.800000,10.500000,7
261,7.900000,0.330000,0.230000,1.700000,0.077000,18.000000,45.000000,0.996250,3.290000,0.650000,9.300000,5
262,7.000000,0.975000,0.040000,2.000000,0.087000,12.000000,67.000000,0.995650,3.350000,0.600000,9.400000,4
263,8.000000,0.520000,0.030000,1.700000,0.070000,10.000000,35.000000,0.995750,3.340000,0.570000,10.000000,5
264,7.900000,0.370000,0.230000,1.800000,0.077000,23.000000,49.000000,0.996300,3.280000,0.670000,9.300000,5
265,12.500000,0.560000,0.490000,2.400000,0.064000,5.000000,27.000000,0.999900,3.080000,0.870000,10.900000,5
266,11.800000,0.260000,0.520000,1.800000,0.071000,6.000000,10.000000,0.996800,3.200000,0.720000,10.200000,7
267,8.100000,0.870000,0.000000,3.300000,0.096000,26.000000,61.000000,1.000250,3.600000,0.720000,9.800000,4
268,7.900000,0.350000,0.460000,3.600000,0.078000,15.000000,37.000000,0.997300,3.350000,0.860000,12.800000,8
269,6.900000,0.540000,0.040000,3.000000,0.077000,7.000000,27.000000,0.998700,3.690000,0.910000,9.400000,6
270,11.500000,0.180000,0.510000,4.000000,0.104000,4.000000,23.000000,0.999600,3.280000,0.970000,10.100000,6
271,7.900000,0.545000,0.060000,4.000000,0.087000,27.000000,61.000000,0.996500,3.360000,0.670000,10.700000,6
272,11.500000,0.180000,0.510000,4.000000,0.104000,4.000000,23.000000,0.999600,3.280000,0.970000,10.100000,6
273,10.900000,0.370000,0.580000,4.000000,0.071000,17.000000,65.000000,0.999350,3.220000,0.780000,10.100000,5
274,8.400000,0.715000,0.200000,2.400000,0.076000,10.000000,38.000000,0.997350,3.310000,0.640000,9.400000,5
275,7.500000,0.650000,0.180000,7.000000,0.088000,27.000000,94.000000,0.999150,3.380000,0.770000,9.400000,5
276,7.900000,0.545000,0.060000,4.000000,0.087000,27.000000,61.000000,0.996500,3.360000,0.670000,10.700000,6
277,6.900000,0.540000,0.040000,3.000000,0.077000,7.000000,27.000000,0.998700,3.690000,0.910000,9.400000,6
278,11.500000,0.180000,0.510000,4.000000,0.104000,4.000000,23.000000,0.999600,3.280000,0.970000,10.100000,6
279,10.300000,0.320000,0.450000,6.400000,0.073000,5.000000,13.000000,0.997600,3.230000,0.820000,12.600000,8
280,8.900000,0.400000,0.320000,5.600000,0.087000,10.000000,47.000000,0.999100,3.380000,0.770000,10.500000,7
281,11.400000,0.260000,0.440000,3.600000,0.071000,6.000000,19.000000,0.998600,3.120000,0.820000,9.300000,6
282,7.700000,0.270000,0.680000,3.500000,0.358000,5.000000,10.000000,0.997200,3.250000,1.080000,9.900000,7
283,7.600000,0.520000,0.120000,3.000000,0.067000,12.000000,53.000000,0.997100,3.360000,0.570000,9.100000,5
284,8.900000,0.400000,0.320000,5.600000,0.087000,10.000000,47.000000,0.999100,3.380000,0.770000,10.500000,7
285,9.900000,0.590000,0.070000,3.400000,0.102000,32.000000,71.000000,1.000150,3.310000,0.710000,9.800000,5
286,9.900000,0.590000,0.070000,3.400000,0.102000,32.000000,71.000000,1.000150,3.310000,0.710000,9.800000,5
287,12.000000,0.450000,0.550000,2.000000,0.073000,25.000000,49.000000,0.999700,3.100000,0.760000,10.300000,6
288,7.500000,0.400000,0.120000,3.000000,0.092000,29.000000,53.000000,0.996700,3.370000,0.700000,10.300000,6
289,8.700000,0.520000,0.090000,2.500000,0.091000,20.000000,49.000000,0.997600,3.340000,0.860000,10.600000,7
290,11.600000,0.420000,0.530000,3.300000,0.105000,33.000000,98.000000,1.001000,3.200000,0.950000,9.200000,5
291,8.700000,0.520000,0.090000,2.500000,0.091000,20.000000,49.000000,0.997600,3.340000,0.860000,10.600000,7
292,11.000000,0.200000,0.480000,2.000000,0.343000,6.000000,18.000000,0.997900,3.300000,0.710000,10.500000,5
293,10.400000,0.550000,0.230000,2.700000,0.091000,18.000000,48.000000,0.999400,3.220000,0.640000,10.300000,6
294,6.900000,0.360000,0.250000,2.400000,0.098000,5.000000,16.000000,0.996400,3.410000,0.600000,10.100000,6
295,13.300000,0.340000,0.520000,3.200000,0.094000,17.000000,53.000000,1.001400,3.050000,0.810000,9.500000,6
296,10.800000,0.500000,0.460000,2.500000,0.073000,5.000000,27.000000,1.000100,3.050000,0.640000,9.500000,5
297,10.600000,0.830000,0.370000,2.600000,0.086000,26.000000,70.000000,0.998100,3.160000,0.520000,9.900000,5
298,7.100000,0.630000,0.060000,2.000000,0.083000,8.000000,29.000000,0.998550,3.670000,0.730000,9.600000,5
299,7.200000,0.650000,0.020000,2.300000,0.094000,5.000000,31.000000,0.999300,3.670000,0.800000,9.700000,5
300,6.900000,0.670000,0.060000,2.100000,0.080000,8.000000,33.000000,0.998450,3.680000,0.710000,9.600000,5
301,7.500000,0.530000,0.060000,2.600000,0.086000,20.000000,44.000000,0.996500,3.380000,0.590000,10.700000,6
302,11.100000,0.180000,0.480000,1.500000,0.068000,7.000000,15.000000,0.997300,3.220000,0.640000,10.100000,6
303,8.300000,0.705000,0.120000,2.600000,0.092000,12.000000,28.000000,0.999400,3.510000,0.720000,10.000000,5
304,7.400000,0.670000,0.120000,1.600000,0.186000,5.000000,21.000000,0.996000,3.390000,0.540000,9.500000,5
305,8.400000,0.650000,0.600000,2.100000,0.112000,12.000000,90.000000,0.997300,3.200000,0.520000,9.200000,5
306,10.300000,0.530000,0.480000,2.500000,0.063000,6.000000,25.000000,0.999800,3.120000,0.590000,9.300000,6
307,7.600000,0.620000,0.320000,2.200000,0.082000,7.000000,54.000000,0.996600,3.360000,0.520000,9.400000,5
308,10.300000,0.410000,0.420000,2.400000,0.213000,6.000000,14.000000,0.999400,3.190000,0.620000,9.500000,6
309,10.300000,0.430000,0.440000,2.400000,0.214000,5.000000,12.000000,0.999400,3.190000,0.630000,9.500000,6
310,7.400000,0.290000,0.380000,1.700000,0.062000,9.000000,30.000000,0.996800,3.410000,0.530000,9.500000,6
311,10.300000,0.530000,0.480000,2.500000,0.063000,6.000000,25.000000,0.999800,3.120000,0.590000,9.300000,6
312,7.900000,0.530000,0.240000,2.000000,0.072000,15.000000,105.000000,0.996000,3.270000,0.540000,9.400000,6
313,9.000000,0.460000,0.310000,2.800000,0.093000,19.000000,98.000000,0.998150,3.320000,0.630000,9.500000,6
314,8.600000,0.470000,0.300000,3.000000,0.076000,30.000000,135.000000,0.997600,3.300000,0.530000,9.400000,5
315,7.400000,0.360000,0.290000,2.600000,0.087000,26.000000,72.000000,0.996450,3.390000,0.680000,11.000000,5
316,7.100000,0.350000,0.290000,2.500000,0.096000,20.000000,53.000000,0.996200,3.420000,0.650000,11.000000,6
317,9.600000,0.560000,0.230000,3.400000,0.102000,37.000000,92.000000,0.999600,3.300000,0.650000,10.100000,5
318,9.600000,0.770000,0.120000,2.900000,0.082000,30.000000,74.000000,0.998650,3.300000,0.640000,10.400000,6
319,9.800000,0.660000,0.390000,3.200000,0.083000,21.000000,59.000000,0.998900,3.370000,0.710000,11.500000,7
320,9.600000,0.770000,0.120000,2.900000,0.082000,30.000000,74.000000,0.998650,3.300000,0.640000,10.400000,6
321,9.800000,0.660000,0.390000,3.200000,0.083000,21.000000,59.000000,0.998900,3.370000,0.710000,11.500000,7
322,9.300000,0.610000,0.260000,3.400000,0.090000,25.000000,87.000000,0.999750,3.240000,0.620000,9.700000,5
323,7.800000,0.620000,0.050000,2.300000,0.079000,6.000000,18.000000,0.997350,3.290000,0.630000,9.300000,5
324,10.300000,0.590000,0.420000,2.800000,0.090000,35.000000,73.000000,0.999000,3.280000,0.700000,9.500000,6
325,10.000000,0.490000,0.200000,11.000000,0.071000,13.000000,50.000000,1.001500,3.160000,0.690000,9.200000,6
326,10.000000,0.490000,0.200000,11.000000,0.071000,13.000000,50.000000,1.001500,3.160000,0.690000,9.200000,6
327,11.600000,0.530000,0.660000,3.650000,0.121000,6.000000,14.000000,0.997800,3.050000,0.740000,11.500000,7
328,10.300000,0.440000,0.500000,4.500000,0.107000,5.000000,13.000000,0.998000,3.280000,0.830000,11.500000,5
329,13.400000,0.270000,0.620000,2.600000,0.082000,6.000000,21.000000,1.000200,3.160000,0.670000,9.700000,6
330,10.700000,0.460000,0.390000,2.000000,0.061000,7.000000,15.000000,0.998100,3.180000,0.620000,9.500000,5
331,10.200000,0.360000,0.640000,2.900000,0.122000,10.000000,41.000000,0.998000,3.230000,0.660000,12.500000,6
332,10.200000,0.360000,0.640000,2.900000,0.122000,10.000000,41.000000,0.998000,3.230000,0.660000,12.500000,6
333,8.000000,0.580000,0.280000,3.200000,0.066000,21.000000,114.000000,0.997300,3.220000,0.540000,9.400000,6
334,8.400000,0.560000,0.080000,2.100000,0.105000,16.000000,44.000000,0.995800,3.130000,0.520000,11.000000,5
335,7.900000,0.650000,0.010000,2.500000,0.078000,17.000000,38.000000,0.996300,3.340000,0.740000,11.700000,7
336,11.900000,0.695000,0.530000,3.400000,0.128000,7.000000,21.000000,0.999200,3.170000,0.840000,12.200000,7
337,8.900000,0.430000,0.450000,1.900000,0.052000,6.000000,16.000000,0.994800,3.350000,0.700000,12.500000,6
338,7.800000,0.430000,0.320000,2.800000,0.080000,29.000000,58.000000,0.997400,3.310000,0.640000,10.300000,5
339,12.400000,0.490000,0.580000,3.000000,0.103000,28.000000,99.000000,1.000800,3.160000,1.000000,11.500000,6
340,12.500000,0.280000,0.540000,2.300000,0.082000,12.000000,29.000000,0.999700,3.110000,1.360000,9.800000,7
341,12.200000,0.340000,0.500000,2.400000,0.066000,10.000000,21.000000,1.000000,3.120000,1.180000,9.200000,6
342,10.600000,0.420000,0.480000,2.700000,0.065000,5.000000,18.000000,0.997200,3.210000,0.870000,11.300000,6
343,10.900000,0.390000,0.470000,1.800000,0.118000,6.000000,14.000000,0.998200,3.300000,0.750000,9.800000,6
344,10.900000,0.390000,0.470000,1.800000,0.118000,6.000000,14.000000,0.998200,3.300000,0.750000,9.800000,6
345,11.900000,0.570000,0.500000,2.600000,0.082000,6.000000,32.000000,1.000600,3.120000,0.780000,10.700000,6
346,7.000000,0.685000,0.000000,1.900000,0.067000,40.000000,63.000000,0.997900,3.600000,0.810000,9.900000,5
347,6.600000,0.815000,0.020000,2.700000,0.072000,17.000000,34.000000,0.995500,3.580000,0.890000,12.300000,7
348,13.800000,0.490000,0.670000,3.000000,0.093000,6.000000,15.000000,0.998600,3.020000,0.930000,12.000000,6
349,9.600000,0.560000,0.310000,2.800000,0.089000,15.000000,46.000000,0.997900,3.110000,0.920000,10.000000,6
350,9.100000,0.785000,0.000000,2.600000,0.093000,11.000000,28.000000,0.999400,3.360000,0.860000,9.400000,6
351,10.700000,0.670000,0.220000,2.700000,0.107000,17.000000,34.000000,1.000400,3.280000,0.980000,9.900000,6
352,9.100000,0.795000,0.000000,2.600000,0.096000,11.000000,26.000000,0.999400,3.350000,0.830000,9.400000,6
353,7.700000,0.665000,0.000000,2.400000,0.090000,8.000000,19.000000,0.997400,3.270000,0.730000,9.300000,5
354,13.500000,0.530000,0.790000,4.800000,0.120000,23.000000,77.000000,1.001800,3.180000,0.770000,13.000000,5
355,6.100000,0.210000,0.400000,1.400000,0.066000,40.500000,165.000000,0.991200,3.250000,0.590000,11.900000,6
356,6.700000,0.750000,0.010000,2.400000,0.078000,17.000000,32.000000,0.995500,3.550000,0.610000,12.800000,6
357,11.500000,0.410000,0.520000,3.000000,0.080000,29.000000,55.000000,1.000100,3.260000,0.880000,11.000000,5
358,10.500000,0.420000,0.660000,2.950000,0.116000,12.000000,29.000000,0.997000,3.240000,0.750000,11.700000,7
359,11.900000,0.430000,0.660000,3.100000,0.109000,10.000000,23.000000,1.000000,3.150000,0.850000,10.400000,7
360,12.600000,0.380000,0.660000,2.600000,0.088000,10.000000,41.000000,1.001000,3.170000,0.680000,9.800000,6
361,8.200000,0.700000,0.230000,2.000000,0.099000,14.000000,81.000000,0.997300,3.190000,0.700000,9.400000,5
362,8.600000,0.450000,0.310000,2.600000,0.086000,21.000000,50.000000,0.998200,3.370000,0.910000,9.900000,6
363,11.900000,0.580000,0.660000,2.500000,0.072000,6.000000,37.000000,0.999200,3.050000,0.560000,10.000000,5
364,12.500000,0.460000,0.630000,2.000000,0.071000,6.000000,15.000000,0.998800,2.990000,0.870000,10.200000,5
365,12.800000,0.615000,0.660000,5.800000,0.083000,7.000000,42.000000,1.002200,3.070000,0.730000,10.000000,7
366,10.000000,0.420000,0.500000,3.400000,0.107000,7.000000,21.000000,0.997900,3.260000,0.930000,11.800000,6
367,12.800000,0.615000,0.660000,5.800000,0.083000,7.000000,42.000000,1.002200,3.070000,0.730000,10.000000,7
368,10.400000,0.575000,0.610000,2.600000,0.076000,11.000000,24.000000,1.000000,3.160000,0.690000,9.000000,5
369,10.300000,0.340000,0.520000,2.800000,0.159000,15.000000,75.000000,0.999800,3.180000,0.640000,9.400000,5
370,9.400000,0.270000,0.530000,2.400000,0.074000,6.000000,18.000000,0.996200,3.200000,1.130000,12.000000,7
371,6.900000,0.765000,0.020000,2.300000,0.063000,35.000000,63.000000,0.997500,3.570000,0.780000,9.900000,5
372,7.900000,0.240000,0.400000,1.600000,0.056000,11.000000,25.000000,0.996700,3.320000,0.870000,8.700000,6
373,9.100000,0.280000,0.480000,1.800000,0.067000,26.000000,46.000000,0.996700,3.320000,1.040000,10.600000,6
374,7.400000,0.550000,0.220000,2.200000,0.106000,12.000000,72.000000,0.995900,3.050000,0.630000,9.200000,5
375,14.000000,0.410000,0.630000,3.800000,0.089000,6.000000,47.000000,1.001400,3.010000,0.810000,10.800000,6
376,11.500000,0.540000,0.710000,4.400000,0.124000,6.000000,15.000000,0.998400,3.010000,0.830000,11.800000,7
377,11.500000,0.450000,0.500000,3.000000,0.078000,19.000000,47.000000,1.000300,3.260000,1.110000,11.000000,6
378,9.400000,0.270000,0.530000,2.400000,0.074000,6.000000,18.000000,0.996200,3.200000,1.130000,12.000000,7
379,11.400000,0.625000,0.660000,6.200000,0.088000,6.000000,24.000000,0.998800,3.110000,0.990000,13.300000,6
380,8.300000,0.420000,0.380000,2.500000,0.094000,24.000000,60.000000,0.997900,3.310000,0.700000,10.800000,6
381,8.300000,0.260000,0.420000,2.000000,0.080000,11.000000,27.000000,0.997400,3.210000,0.800000,9.400000,6
382,13.700000,0.415000,0.680000,2.900000,0.085000,17.000000,43.000000,1.001400,3.060000,0.800000,10.000000,6
383,8.300000,0.260000,0.420000,2.000000,0.080000,11.000000,27.000000,0.997400,3.210000,0.800000,9.400000,6
384,8.300000,0.260000,0.420000,2.000000,0.080000,11.000000,27.000000,0.997400,3.210000,0.800000,9.400000,6
385,7.700000,0.510000,0.280000,2.100000,0.087000,23.000000,54.000000,0.998000,3.420000,0.740000,9.200000,5
386,7.400000,0.630000,0.070000,2.400000,0.090000,11.000000,37.000000,0.997900,3.430000,0.760000,9.700000,6
387,7.800000,0.540000,0.260000,2.000000,0.088000,23.000000,48.000000,0.998100,3.410000,0.740000,9.200000,6
388,8.300000,0.660000,0.150000,1.900000,0.079000,17.000000,42.000000,0.997200,3.310000,0.540000,9.600000,6
389,7.800000,0.460000,0.260000,1.900000,0.088000,23.000000,53.000000,0.998100,3.430000,0.740000,9.200000,6
390,9.600000,0.380000,0.310000,2.500000,0.096000,16.000000,49.000000,0.998200,3.190000,0.700000,10.000000,7
391,5.600000,0.850000,0.050000,1.400000,0.045000,12.000000,88.000000,0.992400,3.560000,0.820000,12.900000,8
392,13.700000,0.415000,0.680000,2.900000,0.085000,17.000000,43.000000,1.001400,3.060000,0.800000,10.000000,6
393,9.500000,0.370000,0.520000,2.000000,0.082000,6.000000,26.000000,0.998000,3.180000,0.510000,9.500000,5
394,8.400000,0.665000,0.610000,2.000000,0.112000,13.000000,95.000000,0.997000,3.160000,0.540000,9.100000,5
395,12.700000,0.600000,0.650000,2.300000,0.063000,6.000000,25.000000,0.999700,3.030000,0.570000,9.900000,5
396,12.000000,0.370000,0.760000,4.200000,0.066000,7.000000,38.000000,1.000400,3.220000,0.600000,13.000000,7
397,6.600000,0.735000,0.020000,7.900000,0.122000,68.000000,124.000000,0.999400,3.470000,0.530000,9.900000,5
398,11.500000,0.590000,0.590000,2.600000,0.087000,13.000000,49.000000,0.998800,3.180000,0.650000,11.000000,6
399,11.500000,0.590000,0.590000,2.600000,0.087000,13.000000,49.000000,0.998800,3.180000,0.650000,11.000000,6
400,8.700000,0.765000,0.220000,2.300000,0.064000,9.000000,42.000000,0.996300,3.100000,0.550000,9.400000,5
401,6.600000,0.735000,0.020000,7.900000,0.122000,68.000000,124.000000,0.999400,3.470000,0.530000,9.900000,5
402,7.700000,0.260000,0.300000,1.700000,0.059000,20.000000,38.000000,0.994900,3.290000,0.470000,10.800000,6
403,12.200000,0.480000,0.540000,2.600000,0.085000,19.000000,64.000000,1.000000,3.100000,0.610000,10.500000,6
404,11.400000,0.600000,0.490000,2.700000,0.085000,10.000000,41.000000,0.999400,3.150000,0.630000,10.500000,6
405,7.700000,0.690000,0.050000,2.700000,0.075000,15.000000,27.000000,0.997400,3.260000,0.610000,9.100000,5
406,8.700000,0.310000,0.460000,1.400000,0.059000,11.000000,25.000000,0.996600,3.360000,0.760000,10.100000,6
407,9.800000,0.440000,0.470000,2.500000,0.063000,9.000000,28.000000,0.998100,3.240000,0.650000,10.800000,6
408,12.000000,0.390000,0.660000,3.000000,0.093000,12.000000,30.000000,0.999600,3.180000,0.630000,10.800000,7
409,10.400000,0.340000,0.580000,3.700000,0.174000,6.000000,16.000000,0.997000,3.190000,0.700000,11.300000,6
410,12.500000,0.460000,0.490000,4.500000,0.070000,26.000000,49.000000,0.998100,3.050000,0.570000,9.600000,4
411,9.000000,0.430000,0.340000,2.500000,0.080000,26.000000,86.000000,0.998700,3.380000,0.620000,9.500000,6
412,9.100000,0.450000,0.350000,2.400000,0.080000,23.000000,78.000000,0.998700,3.380000,0.620000,9.500000,5
413,7.100000,0.735000,0.160000,1.900000,0.100000,15.000000,77.000000,0.996600,3.270000,0.640000,9.300000,5
414,9.900000,0.400000,0.530000,6.700000,0.097000,6.000000,19.000000,0.998600,3.270000,0.820000,11.700000,7
415,8.800000,0.520000,0.340000,2.700000,0.087000,24.000000,122.000000,0.998200,3.260000,0.610000,9.500000,5
416,8.600000,0.725000,0.240000,6.600000,0.117000,31.000000,134.000000,1.001400,3.320000,1.070000,9.300000,5
417,10.600000,0.480000,0.640000,2.200000,0.111000,6.000000,20.000000,0.997000,3.260000,0.660000,11.700000,6
418,7.000000,0.580000,0.120000,1.900000,0.091000,34.000000,124.000000,0.995600,3.440000,0.480000,10.500000,5
419,11.900000,0.380000,0.510000,2.000000,0.121000,7.000000,20.000000,0.999600,3.240000,0.760000,10.400000,6
420,6.800000,0.770000,0.000000,1.800000,0.066000,34.000000,52.000000,0.997600,3.620000,0.680000,9.900000,5
421,9.500000,0.560000,0.330000,2.400000,0.089000,35.000000,67.000000,0.997200,3.280000,0.730000,11.800000,7
422,6.600000,0.840000,0.030000,2.300000,0.059000,32.000000,48.000000,0.995200,3.520000,0.560000,12.300000,7
423,7.700000,0.960000,0.200000,2.000000,0.047000,15.000000,60.000000,0.995500,3.360000,0.440000,10.900000,5
424,10.500000,0.240000,0.470000,2.100000,0.066000,6.000000,24.000000,0.997800,3.150000,0.900000,11.000000,7
425,7.700000,0.960000,0.200000,2.000000,0.047000,15.000000,60.000000,0.995500,3.360000,0.440000,10.900000,5
426,6.600000,0.840000,0.030000,2.300000,0.059000,32.000000,48.000000,0.995200,3.520000,0.560000,12.300000,7
427,6.400000,0.670000,0.080000,2.100000,0.045000,19.000000,48.000000,0.994900,3.490000,0.490000,11.400000,6
428,9.500000,0.780000,0.220000,1.900000,0.077000,6.000000,32.000000,0.998800,3.260000,0.560000,10.600000,6
429,9.100000,0.520000,0.330000,1.300000,0.070000,9.000000,30.000000,0.997800,3.240000,0.600000,9.300000,5
430,12.800000,0.840000,0.630000,2.400000,0.088000,13.000000,35.000000,0.999700,3.100000,0.600000,10.400000,6
431,10.500000,0.240000,0.470000,2.100000,0.066000,6.000000,24.000000,0.997800,3.150000,0.900000,11.000000,7
432,7.800000,0.550000,0.350000,2.200000,0.074000,21.000000,66.000000,0.997400,3.250000,0.560000,9.200000,5
433,11.900000,0.370000,0.690000,2.300000,0.078000,12.000000,24.000000,0.995800,3.000000,0.650000,12.800000,6
434,12.300000,0.390000,0.630000,2.300000,0.091000,6.000000,18.000000,1.000400,3.160000,0.490000,9.500000,5
435,10.400000,0.410000,0.550000,3.200000,0.076000,22.000000,54.000000,0.999600,3.150000,0.890000,9.900000,6
436,12.300000,0.390000,0.630000,2.300000,0.091000,6.000000,18.000000,1.000400,3.160000,0.490000,9.500000,5
437,8.000000,0.670000,0.300000,2.000000,0.060000,38.000000,62.000000,0.995800,3.260000,0.560000,10.200000,6
438,11.100000,0.450000,0.730000,3.200000,0.066000,6.000000,22.000000,0.998600,3.170000,0.660000,11.200000,6
439,10.400000,0.410000,0.550000,3.200000,0.076000,22.000000,54.000000,0.999600,3.150000,0.890000,9.900000,6
440,7.000000,0.620000,0.180000,1.500000,0.062000,7.000000,50.000000,0.995100,3.080000,0.600000,9.300000,5
441,12.600000,0.310000,0.720000,2.200000,0.072000,6.000000,29.000000,0.998700,2.880000,0.820000,9.800000,8
442,11.900000,0.400000,0.650000,2.150000,0.068000,7.000000,27.000000,0.998800,3.060000,0.680000,11.300000,6
443,15.600000,0.685000,0.760000,3.700000,0.100000,6.000000,43.000000,1.003200,2.950000,0.680000,11.200000,7
444,10.000000,0.440000,0.490000,2.700000,0.077000,11.000000,19.000000,0.996300,3.230000,0.630000,11.600000,7
445,5.300000,0.570000,0.010000,1.700000,0.054000,5.000000,27.000000,0.993400,3.570000,0.840000,12.500000,7
446,9.500000,0.735000,0.100000,2.100000,0.079000,6.000000,31.000000,0.998600,3.230000,0.560000,10.100000,6
447,12.500000,0.380000,0.600000,2.600000,0.081000,31.000000,72.000000,0.999600,3.100000,0.730000,10.500000,5
448,9.300000,0.480000,0.290000,2.100000,0.127000,6.000000,16.000000,0.996800,3.220000,0.720000,11.200000,5
449,8.600000,0.530000,0.220000,2.000000,0.100000,7.000000,27.000000,0.996700,3.200000,0.560000,10.200000,6
450,11.900000,0.390000,0.690000,2.800000,0.095000,17.000000,35.000000,0.999400,3.100000,0.610000,10.800000,6
451,11.900000,0.390000,0.690000,2.800000,0.095000,17.000000,35.000000,0.999400,3.100000,0.610000,10.800000,6
452,8.400000,0.370000,0.530000,1.800000,0.413000,9.000000,26.000000,0.997900,3.060000,1.060000,9.100000,6
453,6.800000,0.560000,0.030000,1.700000,0.084000,18.000000,35.000000,0.996800,3.440000,0.630000,10.000000,6
454,10.400000,0.330000,0.630000,2.800000,0.084000,5.000000,22.000000,0.999800,3.260000,0.740000,11.200000,7
455,7.000000,0.230000,0.400000,1.600000,0.063000,21.000000,67.000000,0.995200,3.500000,0.630000,11.100000,5
456,11.300000,0.620000,0.670000,5.200000,0.086000,6.000000,19.000000,0.998800,3.220000,0.690000,13.400000,8
457,8.900000,0.590000,0.390000,2.300000,0.095000,5.000000,22.000000,0.998600,3.370000,0.580000,10.300000,5
458,9.200000,0.630000,0.210000,2.700000,0.097000,29.000000,65.000000,0.998800,3.280000,0.580000,9.600000,5
459,10.400000,0.330000,0.630000,2.800000,0.084000,5.000000,22.000000,0.999800,3.260000,0.740000,11.200000,7
460,11.600000,0.580000,0.660000,2.200000,0.074000,10.000000,47.000000,1.000800,3.250000,0.570000,9.000000,3
461,9.200000,0.430000,0.520000,2.300000,0.083000,14.000000,23.000000,0.997600,3.350000,0.610000,11.300000,6
462,8.300000,0.615000,0.220000,2.600000,0.087000,6.000000,19.000000,0.998200,3.260000,0.610000,9.300000,5
463,11.000000,0.260000,0.680000,2.550000,0.085000,10.000000,25.000000,0.997000,3.180000,0.610000,11.800000,5
464,8.100000,0.660000,0.700000,2.200000,0.098000,25.000000,129.000000,0.997200,3.080000,0.530000,9.000000,5
465,11.500000,0.315000,0.540000,2.100000,0.084000,5.000000,15.000000,0.998700,2.980000,0.700000,9.200000,6
466,10.000000,0.290000,0.400000,2.900000,0.098000,10.000000,26.000000,1.000600,3.480000,0.910000,9.700000,5
467,10.300000,0.500000,0.420000,2.000000,0.069000,21.000000,51.000000,0.998200,3.160000,0.720000,11.500000,6
468,8.800000,0.460000,0.450000,2.600000,0.065000,7.000000,18.000000,0.994700,3.320000,0.790000,14.000000,6
469,11.400000,0.360000,0.690000,2.100000,0.090000,6.000000,21.000000,1.000000,3.170000,0.620000,9.200000,6
